"common_name","scientific_name","wlab_taxon_id","wlab_scientificname","risk_assessed","wlab_review","wlab_review_reason","migration","garnett_movement","feeding_guild","trophic_level","primary_lifestyle","foraging_stratum","habitat_breadth","iucn_status","epbc_status","nsw_status","rez","n_checklists_rez","n_positive_rez","sufficient","seasonality_index","amplitude_link","peak_doy","peak_date","prob_seasonal","is_seasonal","window_start_doy","window_end_doy","window_start_date","window_end_date","window_wraps","mean_abund","se_abund","range_masked_in_rez","n_train_total","dev_expl","run_date"
"Radjah Shelduck","Radjah radjah",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Aquatic predator","Carnivore","Terrestrial","ground",2,"LC","not listed","not listed","south_west",1550,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.569037663066108,"2026-07-10"
"Gray-faced Petrel","Pterodroma gouldi",NA,NA,FALSE,FALSE,NA,"Partial migrant","total migrant","Aquatic predator","Carnivore","Generalist",NA,1,"LC","not listed","not listed","statewide",324800,22,TRUE,0.000473198885972859,0.000473310879897326,178,"27 Jun",0,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.820500099204193,"2026-07-06"
"Gray-faced Petrel","Pterodroma gouldi",NA,NA,FALSE,FALSE,NA,"Partial migrant","total migrant","Aquatic predator","Carnivore","Generalist",NA,1,"LC","not listed","not listed","central_west",3969,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.820500099204193,"2026-07-06"
"Gray-faced Petrel","Pterodroma gouldi",NA,NA,FALSE,FALSE,NA,"Partial migrant","total migrant","Aquatic predator","Carnivore","Generalist",NA,1,"LC","not listed","not listed","new_england",3780,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.820500099204193,"2026-07-06"
"Gray-faced Petrel","Pterodroma gouldi",NA,NA,FALSE,FALSE,NA,"Partial migrant","total migrant","Aquatic predator","Carnivore","Generalist",NA,1,"LC","not listed","not listed","south_west",1556,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.820500099204193,"2026-07-06"
"Rose-ringed Parakeet","Psittacula krameri",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Omnivore","Herbivore","Insessorial","ground",7,"LC","not listed","not listed","statewide",324804,49,TRUE,0.000405448578025158,0.000405530794523656,348,"14 Dec",0,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.622092878545283,"2026-07-06"
"Rose-ringed Parakeet","Psittacula krameri",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Omnivore","Herbivore","Insessorial","ground",7,"LC","not listed","not listed","central_west",3966,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.622092878545283,"2026-07-06"
"Rose-ringed Parakeet","Psittacula krameri",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Omnivore","Herbivore","Insessorial","ground",7,"LC","not listed","not listed","new_england",3780,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.622092878545283,"2026-07-06"
"Rose-ringed Parakeet","Psittacula krameri",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Omnivore","Herbivore","Insessorial","ground",7,"LC","not listed","not listed","south_west",1555,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.622092878545283,"2026-07-06"
"South Island Oystercatcher","Haematopus finschi",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","ground",5,"LC",NA,NA,"statewide",324809,44,TRUE,0.878217628078807,2.10551966389176,131,"11 May",1,TRUE,131,131,"11 May","11 May",FALSE,NA,NA,NA,334105,0.451703195854506,"2026-07-06"
"South Island Oystercatcher","Haematopus finschi",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","ground",5,"LC",NA,NA,"central_west",3966,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.451703195854506,"2026-07-06"
"South Island Oystercatcher","Haematopus finschi",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","ground",5,"LC",NA,NA,"new_england",3778,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.451703195854506,"2026-07-06"
"South Island Oystercatcher","Haematopus finschi",NA,NA,FALSE,FALSE,NA,"Sedentary",NA,"Aquatic predator","Carnivore","Terrestrial","ground",5,"LC",NA,NA,"south_west",1552,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.451703195854506,"2026-07-06"
"Common Ostrich","Struthio camelus",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","statewide",324812,67,TRUE,0.647823598977818,1.04362308964483,153,"02 Jun",0.918,FALSE,NA,NA,NA,NA,FALSE,0.000260386646743389,0.572675412143931,FALSE,334105,0.949038461369827,"2026-07-06"
"Common Ostrich","Struthio camelus",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","central_west",3968,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.949038461369827,"2026-07-06"
"Common Ostrich","Struthio camelus",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","new_england",3781,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.949038461369827,"2026-07-06"
"Common Ostrich","Struthio camelus",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Herbivore","Terrestrial","ground",4,"LC","not listed","not listed","south_west",1544,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.949038461369827,"2026-07-06"
"Striated Fieldwren","Calamanthus fuliginosus","u500a","Calamanthus fuliginosus albiloris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",1,"LC","not listed","EN","statewide",324813,48,TRUE,0.00123417951074678,0.0012349417374935,294,"21 Oct",0,FALSE,NA,NA,NA,NA,FALSE,3.23215876208723e-05,1.58475549814222,FALSE,334105,0.887336493859558,"2026-07-06"
"Striated Fieldwren","Calamanthus fuliginosus","u500a","Calamanthus fuliginosus albiloris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",1,"LC","not listed","EN","central_west",3970,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.887336493859558,"2026-07-06"
"Striated Fieldwren","Calamanthus fuliginosus","u500a","Calamanthus fuliginosus albiloris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",1,"LC","not listed","EN","new_england",3778,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.887336493859558,"2026-07-06"
"Striated Fieldwren","Calamanthus fuliginosus","u500a","Calamanthus fuliginosus albiloris",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",1,"LC","not listed","EN","south_west",1544,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.887336493859558,"2026-07-06"
"Eastern Yellow Wagtail","Motacilla tschutschensis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Invertivore","Carnivore","Terrestrial",NA,4,"LC",NA,NA,"statewide",324808,24,TRUE,0.998157427923666,6.29659281589556,69,"10 Mar",1,TRUE,69,69,"10 Mar","10 Mar",FALSE,NA,NA,NA,334105,0.85507950443697,"2026-07-06"
"Eastern Yellow Wagtail","Motacilla tschutschensis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Invertivore","Carnivore","Terrestrial",NA,4,"LC",NA,NA,"central_west",3967,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.85507950443697,"2026-07-06"
"Eastern Yellow Wagtail","Motacilla tschutschensis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Invertivore","Carnivore","Terrestrial",NA,4,"LC",NA,NA,"new_england",3781,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.85507950443697,"2026-07-06"
"Eastern Yellow Wagtail","Motacilla tschutschensis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Invertivore","Carnivore","Terrestrial",NA,4,"LC",NA,NA,"south_west",1549,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.85507950443697,"2026-07-06"
"Rufous Fieldwren","Calamanthus campestris","u502a;u502c","Calamanthus campestris campestris;Calamanthus campestris isabellinus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"LC","not listed","VU","statewide",324809,387,TRUE,1.43357259586585e-05,1.43358287161277e-05,139,"19 May",0,FALSE,NA,NA,NA,NA,FALSE,0.00697375319486251,0.321525400562146,FALSE,334105,0.882081261508622,"2026-07-10"
"Rufous Fieldwren","Calamanthus campestris","u502a;u502c","Calamanthus campestris campestris;Calamanthus campestris isabellinus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"LC","not listed","VU","central_west",3968,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.882081261508622,"2026-07-10"
"Rufous Fieldwren","Calamanthus campestris","u502a;u502c","Calamanthus campestris campestris;Calamanthus campestris isabellinus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"LC","not listed","VU","new_england",3778,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.882081261508622,"2026-07-10"
"Rufous Fieldwren","Calamanthus campestris","u502a;u502c","Calamanthus campestris campestris;Calamanthus campestris isabellinus",TRUE,FALSE,NA,"Sedentary","local dispersal","Invertivore","Carnivore","Terrestrial","ground",3,"LC","not listed","VU","south_west",1550,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.000376856297151526,0.603242672537223,FALSE,334105,0.882081261508622,"2026-07-10"
"Little Curlew","Numenius minutus","u151","Numenius minutus",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","statewide",324812,24,TRUE,0.93551182042799,2.74127333442448,343,"09 Dec",1,TRUE,343,343,"09 Dec","09 Dec",FALSE,NA,NA,NA,334105,0.873543288930403,"2026-07-06"
"Little Curlew","Numenius minutus","u151","Numenius minutus",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","central_west",3968,3,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.873543288930403,"2026-07-06"
"Little Curlew","Numenius minutus","u151","Numenius minutus",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","new_england",3775,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.873543288930403,"2026-07-06"
"Little Curlew","Numenius minutus","u151","Numenius minutus",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","south_west",1550,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.873543288930403,"2026-07-06"
"Banded Stilt","Cladorhynchus leucocephalus","u147","Cladorhynchus leucocephalus",TRUE,FALSE,NA,"Sedentary","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","statewide",324798,91,TRUE,0.785278306782449,1.53841253952969,26,"26 Jan",0.997,TRUE,290,102,"17 Oct","12 Apr",TRUE,0.000717029174032774,0.537073806014745,FALSE,334096,0.926848818762877,"2026-07-10"
"Banded Stilt","Cladorhynchus leucocephalus","u147","Cladorhynchus leucocephalus",TRUE,FALSE,NA,"Sedentary","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","central_west",3967,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334096,0.926848818762877,"2026-07-10"
"Banded Stilt","Cladorhynchus leucocephalus","u147","Cladorhynchus leucocephalus",TRUE,FALSE,NA,"Sedentary","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","new_england",3780,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334096,0.926848818762877,"2026-07-10"
"Banded Stilt","Cladorhynchus leucocephalus","u147","Cladorhynchus leucocephalus",TRUE,FALSE,NA,"Sedentary","nomadic","Aquatic predator","Carnivore","Terrestrial","around-water",2,"LC","not listed","not listed","south_west",1551,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.00326265572348898,0.385043153118213,FALSE,334096,0.926848818762877,"2026-07-10"
"Blue-winged Parrot","Neophema chrysostoma","u306","Neophema chrysostoma",TRUE,FALSE,NA,"Sedentary","partial migrant","Granivore","Herbivore","Terrestrial","ground",5,"VU","not listed","not listed","statewide",324809,163,TRUE,0.00059669385633554,0.00059687194896263,136,"16 May",0,FALSE,NA,NA,NA,NA,FALSE,0.00607687554670106,0.218689075794131,FALSE,334105,0.795785936898774,"2026-07-06"
"Blue-winged Parrot","Neophema chrysostoma","u306","Neophema chrysostoma",TRUE,FALSE,NA,"Sedentary","partial migrant","Granivore","Herbivore","Terrestrial","ground",5,"VU","not listed","not listed","central_west",3966,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.795785936898774,"2026-07-06"
"Blue-winged Parrot","Neophema chrysostoma","u306","Neophema chrysostoma",TRUE,FALSE,NA,"Sedentary","partial migrant","Granivore","Herbivore","Terrestrial","ground",5,"VU","not listed","not listed","new_england",3781,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0,0,TRUE,334105,0.795785936898774,"2026-07-06"
"Blue-winged Parrot","Neophema chrysostoma","u306","Neophema chrysostoma",TRUE,FALSE,NA,"Sedentary","partial migrant","Granivore","Herbivore","Terrestrial","ground",5,"VU","not listed","not listed","south_west",1549,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,0.050853947932786,0.215510661806118,FALSE,334105,0.795785936898774,"2026-07-06"
"Buff-breasted Sandpiper","Calidris subruficollis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Omnivore","Carnivore","Terrestrial","ground",2,"VU","not listed","not listed","statewide",324802,4,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0242737905796394,"2026-07-06"
"Buff-breasted Sandpiper","Calidris subruficollis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Omnivore","Carnivore","Terrestrial","ground",2,"VU","not listed","not listed","central_west",3967,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0242737905796394,"2026-07-06"
"Buff-breasted Sandpiper","Calidris subruficollis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Omnivore","Carnivore","Terrestrial","ground",2,"VU","not listed","not listed","new_england",3782,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0242737905796394,"2026-07-06"
"Buff-breasted Sandpiper","Calidris subruficollis",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Omnivore","Carnivore","Terrestrial","ground",2,"VU","not listed","not listed","south_west",1554,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0242737905796394,"2026-07-06"
"Gray-headed Lapwing","Vanellus cinereus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","statewide",324798,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0229755273070443,"2026-07-06"
"Gray-headed Lapwing","Vanellus cinereus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","central_west",3971,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0229755273070443,"2026-07-06"
"Gray-headed Lapwing","Vanellus cinereus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","new_england",3782,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0229755273070443,"2026-07-06"
"Gray-headed Lapwing","Vanellus cinereus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",4,"LC","not listed","not listed","south_west",1554,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.0229755273070443,"2026-07-06"
"Long-toed Stint","Calidris subminuta","u965","Calidris subminuta",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","around-water",3,"LC","not listed","not listed","statewide",324801,13,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.620225228129728,"2026-07-06"
"Long-toed Stint","Calidris subminuta","u965","Calidris subminuta",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","around-water",3,"LC","not listed","not listed","central_west",3965,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.620225228129728,"2026-07-06"
"Long-toed Stint","Calidris subminuta","u965","Calidris subminuta",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","around-water",3,"LC","not listed","not listed","new_england",3781,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.620225228129728,"2026-07-06"
"Long-toed Stint","Calidris subminuta","u965","Calidris subminuta",TRUE,FALSE,NA,"Migratory","total migrant","Aquatic predator","Carnivore","Terrestrial","around-water",3,"LC","not listed","not listed","south_west",1558,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.620225228129728,"2026-07-06"
"Eyrean Grasswren","Amytornis goyderi",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Granivore","Omnivore","Terrestrial","ground",1,"LC","not listed","not listed","statewide",324796,81,TRUE,0.000615230998836758,0.00061542033108708,127,"07 May",0,FALSE,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.899746641056832,"2026-07-10"
"Eyrean Grasswren","Amytornis goyderi",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Granivore","Omnivore","Terrestrial","ground",1,"LC","not listed","not listed","central_west",3973,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.899746641056832,"2026-07-10"
"Eyrean Grasswren","Amytornis goyderi",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Granivore","Omnivore","Terrestrial","ground",1,"LC","not listed","not listed","new_england",3780,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.899746641056832,"2026-07-10"
"Eyrean Grasswren","Amytornis goyderi",NA,NA,FALSE,FALSE,NA,"Sedentary","local dispersal","Granivore","Omnivore","Terrestrial","ground",1,"LC","not listed","not listed","south_west",1556,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.899746641056832,"2026-07-10"
"Little Shearwater","Puffinus assimilis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","VU","statewide",324815,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0,"2026-07-06"
"Little Shearwater","Puffinus assimilis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","VU","central_west",3964,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0,"2026-07-06"
"Little Shearwater","Puffinus assimilis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","VU","new_england",3775,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0,"2026-07-06"
"Little Shearwater","Puffinus assimilis",NA,NA,FALSE,FALSE,NA,"Partial migrant","local dispersal","Aquatic predator","Carnivore","Generalist","pelagic",4,"LC","not listed","VU","south_west",1551,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0,"2026-07-06"
"Semipalmated Plover","Charadrius semipalmatus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","statewide",324803,9,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.360850380678679,"2026-07-06"
"Semipalmated Plover","Charadrius semipalmatus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","central_west",3968,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.360850380678679,"2026-07-06"
"Semipalmated Plover","Charadrius semipalmatus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","new_england",3779,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.360850380678679,"2026-07-06"
"Semipalmated Plover","Charadrius semipalmatus",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",3,"LC","not listed","not listed","south_west",1555,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.360850380678679,"2026-07-06"
"Citrine Wagtail","Motacilla citreola",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","statewide",324809,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.368885877399956,"2026-07-06"
"Citrine Wagtail","Motacilla citreola",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","central_west",3969,1,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.368885877399956,"2026-07-06"
"Citrine Wagtail","Motacilla citreola",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","new_england",3778,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.368885877399956,"2026-07-06"
"Citrine Wagtail","Motacilla citreola",NA,NA,FALSE,FALSE,NA,"Migratory",NA,"Aquatic predator","Carnivore","Terrestrial","ground",6,"LC","not listed","not listed","south_west",1549,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.368885877399956,"2026-07-06"
"Gray Falcon","Falco hypoleucos","u236","Falco hypoleucos",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Vertivore","Carnivore","Aerial","ground",4,"VU","not listed","EN","statewide",324804,15,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.619753939970313,"2026-07-06"
"Gray Falcon","Falco hypoleucos","u236","Falco hypoleucos",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Vertivore","Carnivore","Aerial","ground",4,"VU","not listed","EN","central_west",3968,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.619753939970313,"2026-07-06"
"Gray Falcon","Falco hypoleucos","u236","Falco hypoleucos",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Vertivore","Carnivore","Aerial","ground",4,"VU","not listed","EN","new_england",3781,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.619753939970313,"2026-07-06"
"Gray Falcon","Falco hypoleucos","u236","Falco hypoleucos",TRUE,FALSE,NA,"Partial migrant","local dispersal;nomadic","Vertivore","Carnivore","Aerial","ground",4,"VU","not listed","EN","south_west",1552,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.619753939970313,"2026-07-06"
"Gray Grasswren","Amytornis barbatus","u871a","Amytornis barbatus barbatus",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Generalist","ground",3,"LC","EN","EN","statewide",324811,24,TRUE,0.99329389335182,5.00473672766759,249,"06 Sep",1,TRUE,233,276,"21 Aug","03 Oct",FALSE,NA,NA,NA,334105,0.887479725809101,"2026-07-06"
"Gray Grasswren","Amytornis barbatus","u871a","Amytornis barbatus barbatus",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Generalist","ground",3,"LC","EN","EN","central_west",3966,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.887479725809101,"2026-07-06"
"Gray Grasswren","Amytornis barbatus","u871a","Amytornis barbatus barbatus",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Generalist","ground",3,"LC","EN","EN","new_england",3779,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.887479725809101,"2026-07-06"
"Gray Grasswren","Amytornis barbatus","u871a","Amytornis barbatus barbatus",TRUE,FALSE,NA,"Sedentary","local dispersal","Omnivore","Omnivore","Generalist","ground",3,"LC","EN","EN","south_west",1549,0,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.887479725809101,"2026-07-06"
"Barn Swallow","Hirundo rustica",NA,NA,FALSE,FALSE,NA,"Migratory","total migrant","Invertivore","Carnivore","Aerial","mid-high",6,"LC","not listed","not listed","statewide",324801,2,FALSE,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FALSE,NA,NA,NA,334105,0.138013625988078,"2026-07-06"
